Brand,Model,Category,Display,CPU,RAM,Storage,GPU,OS,Weight,Price,Link
HP,HP EliteBook 840 14 G10,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-1355U,16 Go,512 Go,Iris Xe Graphics,Windows,1.36 kg,CHF 1285.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-840-14-g10-14-intel-core-i7-1355u-16-go-512-go-de-ordinateur-portable-45091007
HP,HP Omen 17-db0156ng,Ordinateur portable,"17.30"" 1920 x 1080 pixels",AMD Ryzen 5 8645HS,32 Go,512 Go,AMD Radeon,Sans système d'exploitation,2.95 kg,CHF 1150.–,https://www.digitec.ch/fr/s1/product/hp-omen-17-db0156ng-1730-amd-ryzen-5-8645hs-32-go-512-go-de-ordinateur-portable-45553653
Apple,Apple MacBook Pro 14 – 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,24 Go,512 Go,Apple,MacOS,1.55 kg,CHF 1808.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-pro-24-go-512-go-de-ordinateur-portable-52511277
Lenovo,Lenovo Yoga 7 2-in-1,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,1000 Go,Intel UHD Graphics,Windows,1.99 kg,CHF 1268.80,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-2-in-1-16-intel-core-ultra-7-155u-16-go-1000-go-ch-ordinateur-portable-43757499
ASUS,ASUS ProArt PZ13 OLED,Ordinateur portable,"13.30"" 2880 x 1800 pixels",Snapdragon X Plus X1P-42-100,16 Go,1000 Go,Qualcomm Adreno,Windows,0.85 kg,CHF 1796.–,https://www.digitec.ch/fr/s1/product/asus-proart-pz13-oled-1330-snapdragon-x-plus-x1p-42-100-16-go-1000-go-ch-ordinateur-portable-49054474
HP,"HP EliteBook 840 G11 927W7ES 14,0"" WUXGA IPS, Intel Core Ultra 7 155U, 32GB RAM, 1TB SSD, LTE, Windo",Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.41 kg,CHF 1665.99,https://www.digitec.ch/fr/s1/product/hp-elitebook-840-g11-927w7es-140-wuxga-ips-intel-core-ultra-7-155u-32gb-ram-1tb-ssd-lte-windo-14-int-49809131
Lenovo,Lenovo ThinkPad P14s Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 8840HS,32 Go,1000 Go,AMD Radeon,Windows,1.31 kg,CHF 1723.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p14s-gen-5-14-amd-ryzen-7-8840hs-32-go-1000-go-ch-ordinateur-portable-46144004
Acer,Acer Nitro V 15 RTX 4060,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i9-13900H,32 Go,1000 Go,Intel Iris Graphics,Windows,2.10 kg,CHF 1432.91,https://www.digitec.ch/fr/s1/product/acer-nitro-v-15-rtx-4060-1560-intel-core-i9-13900h-32-go-1000-go-de-ordinateur-portable-53779806
HP,HP EliteBook 860 G10,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i7-1360P,32 Go,1000 Go,Iris Xe Graphics,Windows,1.73 kg,CHF 1486.41,https://www.digitec.ch/fr/s1/product/hp-elitebook-860-g10-16-intel-core-i7-1360p-32-go-1000-go-de-ordinateur-portable-37867523
ASUS,ASUS VivoBook S 15 OLED,Ordinateur portable,"15.60"" 2880 x 1620 pixels",AMD Ryzen AI 9 HX 370,32 Go,1000 Go,AMD Radeon,Windows,1.50 kg,CHF 1482.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-15-oled-m5506wa-ma012w-1560-amd-ryzen-ai-9-hx-370-32-go-1000-go-ch-ordinateur-portab-47755230
HP,"HP Elite x360 2in1 1040 G11 14"" WUXGA LED U7-155H 32GB/1TB Win11 Pro 928L5ES",Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1584.91,https://www.digitec.ch/fr/s1/product/hp-elite-x360-2in1-1040-g11-14-wuxga-led-u7-155h-32gb1tb-win11-pro-928l5es-14-intel-core-ultra-7-155-52324261
HP,HP Envy 17-da0177ng,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,2.50 kg,CHF 1361.98,https://www.digitec.ch/fr/s1/product/hp-envy-17-da0177ng-1730-intel-core-ultra-7-155h-32-go-1000-go-de-ordinateur-portable-45960738
ASUS,ASUS TUF Gaming A16 FA608WI-QT019X,Ordinateur portable,"16"" 2560 x 1600 pixels",AMD Ryzen AI 9 HX 370,32 Go,1000 Go,,Windows,2.20 kg,CHF 2005.94,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a16-fa608wi-qt019x-16-amd-ryzen-ai-9-hx-370-32-go-1000-go-ch-ordinateur-portable-54445403
ASUS,ASUS ROG Strix G17,Ordinateur portable,"17.30"" 2560 x 1440 pixels",AMD Ryzen 9 7940HX,32 Go,1000 Go,AMD Radeon,Sans système d'exploitation,2.80 kg,CHF 1736.91,https://www.digitec.ch/fr/s1/product/asus-rog-strix-g17-1730-amd-ryzen-9-7940hx-32-go-1000-go-de-ordinateur-portable-47362504
Lenovo,Lenovo Yoga 9 2-in-1 Aura Edition,Ordinateur portable,"14"" 3840 x 2400 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.32 kg,CHF 1994.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-9-2-in-1-aura-edition-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-57576466
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.09 kg,CHF 1670.95,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-12-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-44744944
HP,HP ProBook 455 G10,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 7730U,32 Go,1000 Go,AMD Radeon,Windows,1.74 kg,CHF 1181.63,https://www.digitec.ch/fr/s1/product/hp-probook-455-g10-1560-amd-ryzen-7-7730u-32-go-1000-go-de-ordinateur-portable-37475828
Lenovo,Lenovo ThinkPad P14s Gen 4,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-1360P,16 Go,512 Go,Intel Iris Graphics,Windows,1.34 kg,CHF 1269.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p14s-gen-4-14-intel-core-i7-1360p-16-go-512-go-ch-ordinateur-portable-36238011
HP,HP EliteBook 860 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,16 Go,512 Go,Intel Arc Graphics,Windows,1.72 kg,CHF 1482.95,https://www.digitec.ch/fr/s1/product/hp-elitebook-860-g11-16-intel-core-ultra-7-155h-16-go-512-go-ch-ordinateur-portable-44726198
HP,HP EliteBook 845 G10,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 7840U,32 Go,1000 Go,AMD Radeon,Windows,1.38 kg,CHF 1736.91,https://www.digitec.ch/fr/s1/product/hp-elitebook-845-g10-14-amd-ryzen-7-7840u-32-go-1000-go-de-ordinateur-portable-38765917
Lenovo,Lenovo Yoga 9 2-in-1,Ordinateur portable,"14"" 3840 x 2400 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.32 kg,CHF 1815.25,https://www.digitec.ch/fr/s1/product/lenovo-yoga-9-2-in-1-14-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-47185914
HP,HP Spectre x360,Ordinateur portable,"16"" 2800 x 1800 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.95 kg,CHF 1838.24,https://www.digitec.ch/fr/s1/product/hp-spectre-x360-16-intel-core-ultra-7-155h-32-go-1000-go-de-ordinateur-portable-42709772
HP,HP 470 G10,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i7-1355U,32 Go,1000 Go,Iris Xe Graphics,Windows,2.08 kg,CHF 1138.78,https://www.digitec.ch/fr/s1/product/hp-470-g10-1730-intel-core-i7-1355u-32-go-1000-go-de-ordinateur-portable-45090836
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,512 Go,Intel Arc Graphics,Windows,1.09 kg,CHF 1722.95,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-12-14-intel-core-ultra-7-155h-32-go-512-go-ch-ordinateur-portable-46219023
Lenovo,Lenovo Yoga Pro 7,Ordinateur portable,"14.50"" 2880 x 1800 pixels",AMD Ryzen AI 9 365,32 Go,1000 Go,AMD Radeon,Windows,1.59 kg,CHF 1501.75,https://www.digitec.ch/fr/s1/product/lenovo-yoga-pro-7-1450-amd-ryzen-ai-9-365-32-go-1000-go-ch-ordinateur-portable-49202788
Acer,Acer Swift Go 16 OLED,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core Ultra 9 185H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.60 kg,CHF 1544.95,https://www.digitec.ch/fr/s1/product/acer-swift-go-16-oled-16-intel-core-ultra-9-185h-32-go-1000-go-ch-ordinateur-portable-45825555
Lenovo,Lenovo Yoga Pro 7 14IMH9,Ordinateur portable,"14.50"" 2880 x 1800 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,nVidia GeForce,Windows,1.59 kg,CHF 1461.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-pro-7-14imh9-1450-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-44756407
Lenovo,Lenovo ThinkPad X13 2-in-1 Gen 5,Ordinateur portable,"13.30"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,32 Go,512 Go,Intel Arc Graphics,Windows,1.25 kg,CHF 1373.95,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x13-2-in-1-gen-5-1330-intel-core-ultra-5-125u-32-go-512-go-ch-ordinateur-portable-45435054
Dell,Dell Latitude 5450,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel UHD Graphics,Windows,1.40 kg,CHF 1191.–,https://www.digitec.ch/fr/s1/product/dell-latitude-5450-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-45948293
Dell,Dell Latitude 7450,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 165U,16 Go,512 Go,Intel Arc Graphics,Windows,1.33 kg,CHF 1519.–,https://www.digitec.ch/fr/s1/product/dell-latitude-7450-14-intel-core-ultra-7-165u-16-go-512-go-ch-ordinateur-portable-45948302
Dell,Dell Latitude 5450,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core Ultra 7 165U,32 Go,512 Go,Intel Arc Graphics,Windows,1.40 kg,CHF 1459.–,https://www.digitec.ch/fr/s1/product/dell-latitude-5450-14-intel-core-ultra-7-165u-32-go-512-go-ch-ordinateur-portable-45948292
Dell,Dell Precision 3490,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.40 kg,CHF 1557.–,https://www.digitec.ch/fr/s1/product/dell-precision-3490-14-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-45948310
Dell,Dell XPS 9640,Ordinateur portable,"16.30"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,2.13 kg,CHF 2192.–,https://www.digitec.ch/fr/s1/product/dell-xps-9640-1630-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-54373844
Lenovo,Lenovo ThinkPad E16 Gen 2,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.81 kg,CHF 1054.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e16-gen-2-16-intel-core-ultra-5-125u-32-go-1000-go-ch-ordinateur-portable-47202851
ASUS,ASUS ROG Flow X16 RTX4070,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i9-13900H,32 Go,1000 Go,Intel Iris Graphics,Windows,2.20 kg,CHF 2009.–,https://www.digitec.ch/fr/s1/product/asus-rog-flow-x16-rtx4070-16-intel-core-i9-13900h-32-go-1000-go-ing-int-ordinateur-portable-33191710
Lenovo,Lenovo Yoga 7 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 8840HS,16 Go,1000 Go,AMD Radeon,Windows,1.61 kg,CHF 1044.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-2-in-1-14-amd-ryzen-7-8840hs-16-go-1000-go-ch-ordinateur-portable-43757833
Lenovo,Lenovo ThinkBook 16 Gen 7,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.70 kg,CHF 1006.74,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-16-gen-7-16-intel-core-ultra-7-155h-32-go-1000-go-de-ordinateur-portable-43705882
HP,HP EliteBook 840 G9,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i5-1235U,16 Go,512 Go,Iris Xe Graphics,Windows,1.36 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-840-g9-14-intel-core-i5-1235u-16-go-512-go-ch-ordinateur-portable-21166627
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core 7 150U,16 Go,1000 Go,Intel UHD Graphics,Windows,2 kg,CHF 992.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-16-intel-core-7-150u-16-go-1000-go-ch-ordinateur-portable-43731306
HP,HP Probook 455 G10,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 7730U,32 Go,1000 Go,AMD Radeon,Windows,1.74 kg,CHF 972.84,https://www.digitec.ch/fr/s1/product/hp-probook-455-g10-1560-amd-ryzen-7-7730u-32-go-1000-go-de-ordinateur-portable-32810889
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 7 150U,16 Go,1000 Go,Intel UHD Graphics,Windows,1.60 kg,CHF 940.01,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-14-intel-core-7-150u-16-go-1000-go-ch-ordinateur-portable-43731387
ASUS,ASUS TUF Gaming A15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 7435HS,16 Go,512 Go,nVidia GeForce,Windows,2.20 kg,CHF 907.46,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a15-1560-amd-ryzen-7-7435hs-16-go-512-go-de-ordinateur-portable-47501197
UMAX,UMAX VisionBook 12WRx,Ordinateur portable,"11.60"" 1366 x 768 pixels",Intel Celeron N4020,4 Go,128 Go,,Windows,1 kg,CHF 179.–,https://www.digitec.ch/fr/s1/product/umax-visionbook-12wrx-1160-intel-celeron-n4020-4-go-128-go-sans-disposition-de-clavier-ordinateur-po-25245170
Captiva,Captiva Advanced Gaming I87-562CH,Ordinateur portable,"15.31"" 2560 x 1600 pixels",Intel Core i7-13620H,32 Go,1000 Go,Intel UHD Graphics,Windows,2.20 kg,CHF 1421.91,https://www.digitec.ch/fr/s1/product/captiva-advanced-gaming-i87-562ch-1531-intel-core-i7-13620h-32-go-1000-go-ch-ordinateur-portable-53555883
Dell,Dell Precision 3591,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.61 kg,CHF 1790.83,https://www.digitec.ch/fr/s1/product/dell-precision-3591-1560-intel-core-ultra-7-155h-32-go-1000-go-de-ordinateur-portable-45456133
Lenovo,Lenovo ThinkBook 16 Gen 6,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 7730U,32 Go,1000 Go,AMD Radeon,Windows,1.70 kg,CHF 866.86,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-16-gen-6-16-amd-ryzen-7-7730u-32-go-1000-go-de-ordinateur-portable-42380583
Acer,Acer Aspire Go 15,Ordinateur portable,"15.60"" 1920 x 1200 pixels",Intel Core i7-1355U,16 Go,512 Go,Intel Iris Graphics,Windows,1.70 kg,CHF 858.–,https://www.digitec.ch/fr/s1/product/acer-aspire-go-15-1560-intel-core-i7-1355u-16-go-512-go-ch-ordinateur-portable-53959283
Lenovo,Lenovo ThinkPad E16 Gen 2,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 5 7535HS,16 Go,1000 Go,AMD Radeon,Windows,1.81 kg,CHF 834.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e16-gen-2-16-amd-ryzen-5-7535hs-16-go-1000-go-ch-ordinateur-portable-47204236
HP,HP EliteBook 840 G9,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i5-1235U,16 Go,512 Go,Intel Iris Graphics,Windows,1.36 kg,CHF 832.27,https://www.digitec.ch/fr/s1/product/hp-elitebook-840-g9-14-intel-core-i5-1235u-16-go-512-go-de-ordinateur-portable-40775520
Gigabyte,Gigabyte G6 KF RTX 4060,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i7-13700H,16 Go,1000 Go,Intel Iris Graphics,Windows,2.30 kg,CHF 941.–,https://www.digitec.ch/fr/s1/product/gigabyte-g6-kf-rtx-4060-16-intel-core-i7-13700h-16-go-1000-go-de-ordinateur-portable-55032889
ASUS,ASUS Vivobook 15,Ordinateur portable,"15.60"" 2880 x 1620 pixels",Intel Core i7-1355U,16 Go,1000 Go,Intel Iris Graphics,Windows,1.70 kg,CHF 798.95,https://www.digitec.ch/fr/s1/product/asus-vivobook-15-1560-intel-core-i7-1355u-16-go-1000-go-ch-ordinateur-portable-43800443
ASUS,ASUS ExpertBook B3,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-1355U,16 Go,512 Go,Intel UHD Graphics,Windows,1.79 kg,CHF 774.95,https://www.digitec.ch/fr/s1/product/asus-expertbook-b3-14-intel-core-i7-1355u-16-go-512-go-ch-ordinateur-portable-42848949
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 1454.95,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-43715869
Microsoft,Microsoft Surface Laptop 6 for business,Ordinateur portable,"13.50"" 2256 x 1504 pixels",Intel Core Ultra 5 135H,16 Go,256 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1557.86,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-6-for-business-1350-intel-core-ultra-5-135h-16-go-256-go-ch-ordinateur-port-44148423
Panasonic,Panasonic TOUGHBOOK FZ-55 Intel Core i5-1345U 14inch HD 16GB 512GB SSD UMA W11P WebCam,Ordinateur portable,"14"" 1366 x 768 pixels",Intel Core i5-1345U,16 Go,512 Go,Intel Iris Graphics,Windows,2.08 kg,CHF 2337.24,https://www.digitec.ch/fr/s1/product/panasonic-toughbook-fz-55-intel-core-i5-1345u-14inch-hd-16gb-512gb-ssd-uma-w11p-webcam-14-intel-core-44968365
Microsoft,Microsoft Surface Laptop 7. Edition for business – Copilot+ PC,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1399.49,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7-edition-for-business-copilot-pc-1380-snapdragon-x-elite-x1e-80-100-16-go--46014511
Microsoft,Microsoft Surface Laptop Go 3 for business,Ordinateur portable,"12.40"" 1536 x 1024 pixels",Intel Core i5-1235U,16 Go,256 Go,Intel Iris Graphics,Windows,1.13 kg,CHF 1213.95,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-go-3-for-business-1240-intel-core-i5-1235u-16-go-256-go-ch-ordinateur-porta-38744682
Microsoft,Microsoft Surface Pro 10 for business,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 5 135U,16 Go,256 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 1417.83,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-13-intel-core-ultra-5-135u-16-go-256-go-sans-disposition-de-cl-44130822
Samsung,"Samsung Galaxy Book5 Pro 360 40,6cm Ultra 7 32GB 1TB",Ordinateur portable,"16"" 2880 x 1800 pixels",,32 Go,1000 Go,Intel Arc Graphics,Windows,1.69 kg,CHF 1736.91,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book5-pro-360-406cm-16-ultra-7-32gb-1tb-16-32-go-1000-go-de-ordinateur-portable-54202912
Microsoft,Microsoft Surface Pro 11. Edition for business – Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 5 236V,16 Go,512 Go,,Windows,0.90 kg,CHF 1534.24,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11-edition-intel-for-business-copilot-pc-13-intel-core-ultra-5-236v-16-go-512--54161675
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 1043.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-256-go-ch-ordinateur-portable-52520065
MSI,MSI Prestige 13 AI Evo,Ordinateur portable,"13.30"" None",Intel Core Ultra 5 125H,32 Go,1000 Go,Intel Arc Graphics,Windows,0.99 kg,CHF 1241.–,https://www.digitec.ch/fr/s1/product/msi-prestige-13-ai-evo-1330-intel-core-ultra-5-125h-32-go-1000-go-ch-ordinateur-portable-43163824
MSI,MSI Stealth 16 Mercedes-AMG Motorsport,Ordinateur portable,"16"" 3840 x 2400 pixels",Intel Core i9-13900H,32 Go,2000 Go,nVidia GeForce,Windows,1.88 kg,CHF 2841.–,https://www.digitec.ch/fr/s1/product/msi-stealth-16-mercedes-amg-motorsport-16-intel-core-i9-13900h-32-go-2000-go-ch-ordinateur-portable-37003058
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 999.37,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-512-go-de-ordinateur-portable-43367465
ASUS,ASUS Vivobook 16,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i7-1255U,16 Go,1000 Go,Intel Iris Graphics,Windows,1.88 kg,CHF 668.56,https://www.digitec.ch/fr/s1/product/asus-vivobook-16-16-intel-core-i7-1255u-16-go-1000-go-de-ordinateur-portable-37331569
Samsung,Samsung Galaxy Book3 360 13,Ordinateur portable,"13.30"" 1920 x 1080 pixels",Intel Core i7-1360P,16 Go,512 Go,Intel Iris Graphics,Windows,1.16 kg,CHF 916.29,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book3-360-13-1330-intel-core-i7-1360p-16-go-512-go-de-ordinateur-portable-47586369
LG,LG gram Pro,Ordinateur portable,"16"" 2880 x 1800 pixels",Intel Core Ultra 7 155H,16 Go,1000 Go,Intel Arc Graphics,Windows,1.40 kg,CHF 1801.–,https://www.digitec.ch/fr/s1/product/lg-gram-pro-16-intel-core-ultra-7-155h-16-go-1000-go-de-ordinateur-portable-43432256
XMG,XMG NEO 15,Ordinateur portable,"15.60"" 2560 x 1440 pixels",Intel Core i7-11800H,16 Go,1000 Go,,Windows,2.20 kg,,https://www.digitec.ch/fr/s1/product/xmg-neo-15-1560-intel-core-i7-11800h-16-go-1000-go-ch-ordinateur-portable-16698926?shid=1389477
HP,HP 15s-eq2677ng,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 5700U,16 Go,1000 Go,AMD Radeon,Windows,1.69 kg,CHF 596.18,https://www.digitec.ch/fr/s1/product/hp-15s-eq2677ng-1560-amd-ryzen-7-5700u-16-go-1000-go-de-ordinateur-portable-47934046
HP,"HP ProBook 450 G10 Intel® Core™ i3-1315U Notebook 39,6 cm",Ordinateur portable,"15.60"" None",Intel Core i3-1315U,16 Go,256 Go,,FreeDOS,,CHF 592.60,https://www.digitec.ch/fr/s1/product/hp-probook-450-g10-intel-core-i3-1315u-notebook-396-cm-156-zoll-1560-intel-core-i3-1315u-16-go-256-g-54234020
HP,HP 14-em0208nz,Ordinateur portable,"14"" 1920 x 1080 pixels",AMD Ryzen 3 7320U,8 Go,256 Go,AMD Radeon,Windows,1.40 kg,CHF 569.75,https://www.digitec.ch/fr/s1/product/hp-14-em0208nz-14-amd-ryzen-3-7320u-8-go-256-go-ch-ordinateur-portable-24935040
ASUS,ASUS VivoBook S 14 Flip,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i5-1335U,8 Go,512 Go,Intel Iris Graphics,Windows,1.50 kg,CHF 554.95,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-flip-14-intel-core-i5-1335u-8-go-512-go-ch-ordinateur-portable-25280943
ASUS,ASUS VivoBook 15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1235U,16 Go,512 Go,Intel UHD Graphics,Windows,1.70 kg,CHF 546.17,https://www.digitec.ch/fr/s1/product/asus-vivobook-15-1560-intel-core-i5-1235u-16-go-512-go-de-ordinateur-portable-47377884
Apple,Apple MacBook Air – 2022,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M2,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 748.95,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2022-1360-m2-16-go-256-go-ch-ordinateur-portable-52520069
HP,HP 17-cn3159ng,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i5-1334U,16 Go,512 Go,Intel Iris Graphics,FreeDOS,2.08 kg,CHF 531.60,https://www.digitec.ch/fr/s1/product/hp-17-cn3159ng-1730-intel-core-i5-1334u-16-go-512-go-de-ordinateur-portable-40389995
